city,locality,property_type,area,bedrooms,bathrooms,furnishing,age,floor,parking,pool,garden,gym,security,lift,power_backup,modular_kitchen,clubhouse,children_play,jogging_track,sports_court,rainwater_harvesting,solar_panels,smart_home,servant_room,price
Delhi,Karol Bagh,Villa,4583,5,2,Unfurnished,7,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,100741440
Kolkata,New Town,Apartment,1539,2,2,Semi-Furnished,13,16,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,11342204
Mumbai,Thane,Studio,501,1,1,Unfurnished,7,4,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5751868
Chennai,Nungambakkam,Studio,588,1,1,Semi-Furnished,7,8,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,10947323
Mumbai,Goregaon,Villa,2281,4,3,Semi-Furnished,6,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,65063175
Ahmedabad,Bopal,Apartment,1415,4,4,Unfurnished,26,7,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,8271827
Ahmedabad,Vastrapur,Independent House,1311,3,2,Semi-Furnished,14,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,12673108
Delhi,Janakpuri,Apartment,962,3,2,Unfurnished,2,20,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,15045429
Ahmedabad,Gota,Independent House,2095,3,2,Unfurnished,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14233265
Delhi,Lajpat Nagar,Apartment,1641,4,4,Semi-Furnished,7,11,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,32842983
Kolkata,Howrah,Studio,718,1,1,Unfurnished,10,10,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4039103
Kolkata,Behala,Independent House,974,2,2,Unfurnished,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7301627
Delhi,Vasant Kunj,Studio,679,1,1,Semi-Furnished,14,22,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9664945
Bangalore,Marathahalli,Studio,722,1,1,Fully-Furnished,4,18,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6481262
Mumbai,Navi Mumbai,Independent House,2362,4,3,Semi-Furnished,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,34672205
Bangalore,Sarjapur,Apartment,1242,2,2,Semi-Furnished,1,10,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,11948461
Kolkata,Howrah,Villa,4017,6,3,Fully-Furnished,25,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,27537691
Bangalore,Sarjapur,Independent House,2286,4,3,Semi-Furnished,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,21634113
Chennai,Velachery,Studio,644,1,1,Semi-Furnished,1,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5899034
Pune,Hadapsar,Studio,399,1,1,Unfurnished,3,16,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3395529
Pune,Hadapsar,Studio,667,1,1,Fully-Furnished,6,16,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,5186651
Hyderabad,Banjara Hills,Studio,723,1,1,Unfurnished,13,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,7659430
Mumbai,Powai,Studio,690,1,1,Fully-Furnished,1,25,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,15860395
Chennai,Mylapore,Villa,3235,4,2,Unfurnished,5,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,66185885
Delhi,Connaught Place,Penthouse,3097,6,4,Unfurnished,19,37,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,176513768
Kolkata,Park Street,Villa,1500,4,2,Fully-Furnished,2,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,38838301
Delhi,Vasant Kunj,Studio,561,1,1,Unfurnished,20,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8244688
Ahmedabad,SG Highway,Apartment,1736,3,1,Semi-Furnished,9,6,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,13563092
Chennai,Velachery,Apartment,2020,3,2,Semi-Furnished,4,28,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,20729216
Bangalore,Sarjapur,Independent House,1134,2,1,Unfurnished,17,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,9989264
Pune,Koregaon Park,Independent House,2024,3,2,Unfurnished,5,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,34032283
Delhi,Karol Bagh,Studio,471,1,1,Unfurnished,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5779850
Bangalore,Sarjapur,Apartment,1514,3,2,Unfurnished,1,12,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,13644100
Delhi,Karol Bagh,Apartment,1500,3,2,Semi-Furnished,7,16,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,25816976
Chennai,Chromepet,Villa,3308,6,3,Unfurnished,19,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,28105569
Mumbai,Thane,Apartment,1970,4,3,Fully-Furnished,15,15,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,27602810
Bangalore,Indiranagar,Villa,2732,4,3,Unfurnished,2,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,61129771
Delhi,Dwarka,Apartment,1338,2,2,Fully-Furnished,8,21,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,24761521
Pune,Aundh,Independent House,1086,3,2,Unfurnished,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,16453665
Pune,Kothrud,Apartment,1553,4,4,Unfurnished,0,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,19778447
Bangalore,Sarjapur,Apartment,1736,3,2,Semi-Furnished,1,21,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,17319582
Delhi,Greater Kailash,Studio,435,1,1,Fully-Furnished,2,23,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,11963249
Delhi,Dwarka,Apartment,549,1,1,Fully-Furnished,9,4,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,10534766
Hyderabad,Jubilee Hills,Apartment,2156,3,2,Unfurnished,8,27,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,29926187
Delhi,Connaught Place,Studio,674,1,1,Fully-Furnished,11,22,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,20327982
Chennai,Adyar,Apartment,1169,3,1,Unfurnished,0,17,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,17526951
Mumbai,Goregaon,Apartment,1435,3,2,Fully-Furnished,3,16,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,33828055
Delhi,Karol Bagh,Apartment,1198,3,1,Unfurnished,10,9,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,17793290
Mumbai,Bandra,Studio,695,1,1,Semi-Furnished,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18077215
Chennai,OMR,Apartment,1876,3,2,Unfurnished,7,4,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,15031054
Bangalore,Koramangala,Apartment,1195,3,2,Unfurnished,8,23,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,17990960
Delhi,Connaught Place,Apartment,1069,3,2,Unfurnished,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,44535398
Bangalore,Electronic City,Studio,427,1,1,Unfurnished,5,18,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3210836
Bangalore,Sarjapur,Penthouse,3699,6,3,Semi-Furnished,3,18,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,57933701
Pune,Hinjewadi,Studio,770,1,1,Fully-Furnished,15,23,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,6911159
Delhi,Janakpuri,Apartment,1866,3,1,Semi-Furnished,1,12,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,28133473
Mumbai,Andheri,Studio,554,1,1,Fully-Furnished,19,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8677433
Mumbai,Juhu,Apartment,1390,3,2,Fully-Furnished,15,15,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,58193877
Delhi,Janakpuri,Independent House,2227,4,4,Unfurnished,15,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,29284454
Ahmedabad,SG Highway,Independent House,1681,3,2,Unfurnished,18,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,13421276
Bangalore,Electronic City,Apartment,1281,3,1,Semi-Furnished,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,11447170
Hyderabad,Miyapur,Apartment,1059,3,1,Fully-Furnished,12,17,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,9331358
Delhi,Connaught Place,Apartment,1527,3,2,Fully-Furnished,8,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,67514129
Chennai,Adyar,Apartment,1224,3,2,Fully-Furnished,7,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,19586341
Kolkata,Park Street,Penthouse,3462,5,2,Fully-Furnished,9,16,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,108149842
Mumbai,Thane,Independent House,2077,4,2,Semi-Furnished,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,35650296
Mumbai,Navi Mumbai,Villa,2566,3,2,Unfurnished,4,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,45027480
Chennai,Chromepet,Apartment,976,3,1,Fully-Furnished,0,15,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,11401723
Bangalore,Sarjapur,Independent House,2235,4,3,Unfurnished,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,21285569
Mumbai,Dadar,Villa,2329,4,3,Fully-Furnished,6,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,110255869
Delhi,Saket,Penthouse,4597,4,2,Semi-Furnished,4,20,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,171138248
Mumbai,Thane,Apartment,2308,5,4,Unfurnished,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,32380871
Bangalore,Electronic City,Studio,621,1,1,Fully-Furnished,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4595363
Delhi,Janakpuri,Studio,640,1,1,Unfurnished,4,22,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,8213746
Mumbai,Dadar,Apartment,1462,3,2,Unfurnished,0,11,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,42588831
Hyderabad,Madhapur,Studio,504,1,1,Semi-Furnished,0,25,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4930125
Delhi,Dwarka,Penthouse,2135,3,2,Unfurnished,2,23,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,49614351
Kolkata,New Town,Studio,518,1,1,Unfurnished,1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3082238
Delhi,Rohini,Villa,3523,5,3,Unfurnished,3,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,52678818
Mumbai,Dadar,Studio,800,1,1,Semi-Furnished,3,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18556950
Ahmedabad,Bopal,Apartment,2164,4,4,Unfurnished,7,3,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,15093502
Ahmedabad,Satellite,Apartment,1360,3,1,Unfurnished,2,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,12238314
Ahmedabad,Satellite,Penthouse,2938,5,3,Unfurnished,3,40,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,42337250
Chennai,Chromepet,Villa,3826,4,2,Unfurnished,10,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,28590230
Chennai,Chromepet,Studio,571,1,1,Unfurnished,6,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3650177
Bangalore,Koramangala,Apartment,1970,4,2,Unfurnished,11,14,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,26389030
Bangalore,Marathahalli,Apartment,1718,3,1,Unfurnished,6,10,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,12972484
Bangalore,Koramangala,Apartment,1583,4,3,Semi-Furnished,4,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,24362556
Delhi,Vasant Kunj,Studio,632,1,1,Fully-Furnished,6,3,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,12681581
Chennai,Chromepet,Apartment,835,1,1,Fully-Furnished,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,8362147
Bangalore,Whitefield,Apartment,962,3,2,Semi-Furnished,1,20,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,11378603
Bangalore,JP Nagar,Studio,464,1,1,Semi-Furnished,34,21,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3943446
Mumbai,Navi Mumbai,Apartment,861,2,2,Unfurnished,3,15,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,11674157
Mumbai,Bandra,Studio,677,1,1,Unfurnished,11,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14363967
Hyderabad,Banjara Hills,Studio,442,1,1,Unfurnished,13,23,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,5585917
Mumbai,Dadar,Apartment,1437,3,2,Unfurnished,1,11,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,41264495
Bangalore,Whitefield,Villa,3025,5,4,Fully-Furnished,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,46374193
Delhi,Vasant Kunj,Apartment,1519,3,2,Fully-Furnished,1,18,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,40581263
Bangalore,Sarjapur,Studio,494,1,1,Semi-Furnished,5,17,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,5302753
Bangalore,Marathahalli,Studio,434,1,1,Semi-Furnished,4,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712753
Chennai,Chromepet,Apartment,1336,3,1,Semi-Furnished,21,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8843083
Mumbai,Thane,Villa,4580,4,4,Unfurnished,4,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,77536996
Mumbai,Malad,Apartment,1070,3,1,Semi-Furnished,8,26,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,18998961
Mumbai,Goregaon,Studio,402,1,1,Fully-Furnished,0,28,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,9100281
Pune,Shivaji Nagar,Apartment,1802,3,2,Unfurnished,28,6,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,19723693
Kolkata,Alipore,Apartment,1575,3,2,Unfurnished,0,18,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,21979593
Mumbai,Andheri,Studio,629,1,1,Fully-Furnished,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11545055
Bangalore,HSR Layout,Studio,414,1,1,Semi-Furnished,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,5543515
Mumbai,Goregaon,Independent House,1504,4,3,Semi-Furnished,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,37031047
Mumbai,Bandra,Studio,539,1,1,Fully-Furnished,3,9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17528036
Hyderabad,Secunderabad,Studio,484,1,1,Unfurnished,0,10,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,5208069
Pune,Wakad,Apartment,651,2,2,Unfurnished,20,6,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,6694674
Mumbai,Navi Mumbai,Apartment,1603,3,1,Unfurnished,5,11,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,18146337
Bangalore,Hebbal,Independent House,2490,4,3,Unfurnished,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29728380
Bangalore,JP Nagar,Apartment,1910,3,1,Fully-Furnished,2,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,23560072
Mumbai,Dadar,Apartment,500,1,1,Unfurnished,25,11,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,12744122
Delhi,Connaught Place,Apartment,2500,4,2,Unfurnished,13,16,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,84420589
Pune,Wakad,Studio,341,1,1,Fully-Furnished,13,13,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3110640
Chennai,Velachery,Villa,3494,5,4,Fully-Furnished,8,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,51102015
Ahmedabad,Thaltej,Studio,575,1,1,Semi-Furnished,0,26,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4367546
Chennai,Chromepet,Apartment,2147,4,3,Fully-Furnished,9,6,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,19129619
Mumbai,Dadar,Studio,527,1,1,Semi-Furnished,13,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8854278
Bangalore,Electronic City,Studio,628,1,1,Semi-Furnished,19,20,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5023453
Kolkata,Howrah,Apartment,1554,4,2,Unfurnished,4,2,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,9405962
Delhi,Rohini,Studio,502,1,1,Unfurnished,12,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4139940
Bangalore,HSR Layout,Villa,2767,3,1,Fully-Furnished,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,62554878
Kolkata,EM Bypass,Apartment,1374,3,2,Semi-Furnished,0,14,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,14770851
Ahmedabad,SG Highway,Apartment,1200,3,1,Semi-Furnished,5,21,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,11338576
Bangalore,Sarjapur,Studio,584,1,1,Semi-Furnished,23,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3358472
Delhi,Vasant Kunj,Apartment,2500,3,1,Semi-Furnished,17,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,51683756
Kolkata,New Town,Apartment,2243,5,2,Semi-Furnished,3,13,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,16994887
Ahmedabad,Prahlad Nagar,Studio,634,1,1,Semi-Furnished,25,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4037497
Bangalore,MG Road,Apartment,1420,4,3,Semi-Furnished,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,31931291
Bangalore,Marathahalli,Apartment,1398,2,2,Semi-Furnished,7,10,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,14506105
Chennai,Adyar,Apartment,1130,2,1,Unfurnished,11,9,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,15827450
Delhi,Rohini,Studio,460,1,1,Fully-Furnished,1,19,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,8204157
Hyderabad,HITEC City,Studio,618,1,1,Semi-Furnished,9,18,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,5219341
Mumbai,Bandra,Studio,645,1,1,Fully-Furnished,33,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14444961
Delhi,Nehru Place,Apartment,853,1,1,Unfurnished,2,23,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,15831891
Delhi,Janakpuri,Apartment,1831,3,2,Fully-Furnished,0,8,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,34506878
Chennai,Tambaram,Studio,577,1,1,Fully-Furnished,8,26,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4121072
Chennai,Velachery,Penthouse,3749,6,2,Semi-Furnished,5,18,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,63833951
Pune,Viman Nagar,Studio,731,1,1,Fully-Furnished,0,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7758314
Mumbai,Dadar,Independent House,2241,5,2,Unfurnished,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,74446367
Pune,Viman Nagar,Apartment,1014,2,2,Fully-Furnished,14,12,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,12771425
Mumbai,Powai,Studio,700,1,1,Semi-Furnished,5,19,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,13764434
Pune,Wakad,Studio,434,1,1,Unfurnished,2,18,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,4982256
Mumbai,Bandra,Apartment,2500,4,3,Unfurnished,10,23,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,78756234
Delhi,Nehru Place,Penthouse,3662,4,3,Unfurnished,8,35,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,103317269
Delhi,Rohini,Apartment,1912,3,1,Semi-Furnished,1,20,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,24094073
Hyderabad,Kukatpally,Apartment,1213,3,2,Unfurnished,4,27,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,10129849
Kolkata,Salt Lake,Apartment,1903,4,4,Unfurnished,2,11,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,16779804
Kolkata,Garia,Studio,544,1,1,Unfurnished,0,24,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,3793099
Kolkata,Garia,Apartment,938,3,2,Fully-Furnished,0,20,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,8785472
Delhi,Lajpat Nagar,Apartment,1681,3,1,Semi-Furnished,9,7,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,28537561
Mumbai,Thane,Apartment,1799,3,2,Semi-Furnished,9,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,23716480
Delhi,Rohini,Villa,3518,5,2,Unfurnished,20,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,41390077
Mumbai,Thane,Apartment,1228,3,1,Unfurnished,8,26,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,16423786
Pune,Hadapsar,Apartment,2138,3,2,Unfurnished,32,15,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,12542334
Bangalore,MG Road,Penthouse,4043,5,3,Unfurnished,28,34,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,105580113
Chennai,Anna Nagar,Apartment,2500,4,3,Unfurnished,17,15,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,25444056
Kolkata,Garia,Penthouse,2946,5,3,Unfurnished,6,33,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,29210501
Chennai,OMR,Apartment,936,3,2,Unfurnished,1,11,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,9837394
Chennai,T Nagar,Apartment,1409,3,1,Semi-Furnished,7,14,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,24316834
Hyderabad,Begumpet,Studio,525,1,1,Unfurnished,0,16,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,5070678
Pune,Baner,Studio,640,1,1,Semi-Furnished,3,18,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5346065
Ahmedabad,Gota,Villa,2825,5,2,Semi-Furnished,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,25673294
Hyderabad,HITEC City,Apartment,2091,3,2,Unfurnished,8,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,17258108
Pune,Koregaon Park,Apartment,1487,2,2,Fully-Furnished,11,8,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,26391270
Chennai,OMR,Independent House,2732,3,1,Unfurnished,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23728591
Mumbai,Navi Mumbai,Independent House,2166,4,2,Semi-Furnished,14,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,33959384
Kolkata,Alipore,Studio,757,1,1,Semi-Furnished,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8524210
Pune,Hadapsar,Apartment,2445,4,3,Fully-Furnished,17,15,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,22049368
Pune,Shivaji Nagar,Apartment,822,2,2,Fully-Furnished,0,25,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,16687277
Mumbai,Andheri,Apartment,1317,3,2,Unfurnished,6,16,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,27000021
Bangalore,Sarjapur,Apartment,1787,4,3,Semi-Furnished,4,22,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,15947445
Hyderabad,Miyapur,Apartment,2234,4,2,Fully-Furnished,1,15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,20574931
Delhi,Nehru Place,Villa,3489,5,3,Unfurnished,3,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,81985833
Pune,Wakad,Penthouse,2418,4,4,Semi-Furnished,5,26,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,38595279
Kolkata,Alipore,Apartment,1880,4,2,Semi-Furnished,0,8,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,30098227
Hyderabad,Jubilee Hills,Studio,698,1,1,Semi-Furnished,23,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6752938
Hyderabad,Miyapur,Apartment,500,1,1,Semi-Furnished,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,6475017
Delhi,Karol Bagh,Penthouse,3331,5,3,Unfurnished,14,29,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,91331078
Mumbai,Goregaon,Apartment,809,3,1,Fully-Furnished,8,21,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,19103573
Chennai,Adyar,Apartment,1650,4,2,Fully-Furnished,25,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,21775906
Bangalore,HSR Layout,Apartment,2221,3,2,Semi-Furnished,3,21,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,31637448
Pune,Kothrud,Independent House,1718,3,2,Unfurnished,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,23333639
Pune,Kothrud,Studio,484,1,1,Semi-Furnished,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5597340
Hyderabad,Kondapur,Apartment,1346,3,1,Semi-Furnished,0,8,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,14590380
Ahmedabad,Bopal,Studio,433,1,1,Unfurnished,6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2852400
Delhi,Janakpuri,Apartment,1132,3,2,Unfurnished,2,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,18448347
Bangalore,MG Road,Independent House,1949,3,2,Fully-Furnished,6,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,55651864
Bangalore,HSR Layout,Apartment,1785,3,2,Semi-Furnished,0,18,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,26097579
Mumbai,Malad,Studio,431,1,1,Unfurnished,0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5499809
